"行政區域","綜合所得中位數","平均教育程度","有偶比例","女男比","扶老比","每戶平均用電度數","cluster"
"文山區木新里",-0.672939626070904,-0.601782180479943,-0.973809491953491,-1.37699651697346,-0.754569017776429,-1.3168335978896,"2"
"文山區試院里",0.444605106491563,0.527975042316222,0.540265079725529,0.0520403197535434,-0.571915039299434,-0.663196060142615,"5"
"文山區順興里",-0.562759159480238,-0.447174731794535,-0.117838077771054,-0.440963881952844,-1.13081655047444,-1.09417636646409,"8"
"文山區萬芳里",0.0825835734079472,0.285699124124842,-0.440462421024616,0.416728359371963,-1.27358979568275,-0.397867147356092,"8"
"文山區萬和里",0.727926306296132,0.0123289704436602,-0.403024099895009,0.36810328742284,2.77156594872873,-0.296351915728945,"9"
"文山區萬隆里",0.460345173147373,0.765500452307771,0.57614048803098,0.543693825016896,-0.375917961556346,-0.886000308558171,"5"
"文山區萬美里",0.129803773375375,0.256332346162252,-0.429884877778557,-0.266724040801818,-0.785712716443764,-0.428777469513381,"8"
"文山區萬年里",0.200634073326518,0.656238763711658,0.0625474884632677,-0.107341860524137,0.497645589381674,-0.870894312830887,"5"
"文山區萬盛里",0.326554606572993,0.646737747311996,-0.00757808365911505,-0.100588378308982,0.452053625079557,-0.182781290917981,"4"
"文山區萬祥里",0.177023973342804,0.260219125598477,0.50772762140544,0.666607201332733,0.067563069858338,-0.269925611768077,"5"
"文山區萬興里",1.16077813933089,0.955952644682812,1.02282138910911,-0.440963881952844,-0.803312054508103,-0.262501253770725,"5"
"文山區萬有里",0.468215206475277,0.629895036421687,1.03567342103901,-0.0897828067647339,-0.443459535888762,-0.59200308271257,"5"
"文山區興安里",0.562655606410134,0.75168079209008,0.754568310759111,0.110120266803884,0.00279833905917944,-0.164955480874835,"5"
"文山區興邦里",0.247854273293946,0.23776217774473,0.706242361963738,0.253294089765189,-0.0770638128146835,-0.501367108348868,"5"
"文山區興昌里",1.29456870590527,0.948610950192164,0.352629696090352,0.110120266803884,-0.669061543853383,-0.347036023047495,"5"
"文山區興得里",-0.24795782636405,0.0209662580797165,-0.128503265518955,-0.355870006041876,-0.52599124602547,-0.348579701442984,"8"
"文山區興豐里",0.476085239803182,0.358684204649518,0.979394430198458,-0.100588378308982,-0.294512060599663,-0.320389193601557,"5"
"文山區興福里",-0.137777359773384,-0.0943415318616349,0.521529393439537,-0.274828219460005,-0.978053945929649,-0.642393156051027,"8"
"文山區興光里",-0.0512069931664327,0.007146597862027,0.424439583946553,0.488315270852618,-0.450096649212388,-0.209501628858942,"5"
"文山區興家里",-0.303048059659383,-0.0865679729891842,-0.588643515628814,-0.59899536578749,-1.44929263347906,-0.965683517163404,"8"
"文山區興泰里",0.145543840031185,0.122886252185181,-0.0393627494454899,0.193863446271818,-0.207010571102496,-0.0390721831474717,"4"
"文山區興旺里",0.106193673391661,0.0576747305329566,0.274117254208438,-0.130303700055668,-1.43556125709969,-0.640187901200329,"8"
"文山區興業里",0.25572430662185,0.500767586262645,-0.20458964108746,0.0695993735129469,0.394005461099503,0.147602639964143,"4"
"文山區樟腳里",0.153413873359089,0.0701987976052378,0.469905025940513,-0.124900914283544,-1.24469674365256,-0.653639955789588,"8"
"文山區樟林里",-0.0590770264943374,0.177733028674139,-0.13369006410737,-0.639516259078428,-0.062733229821692,-1.88685522254761,"8"
"文山區樟樹里",-0.232217759708241,-0.303795757036,-0.0496931298714422,0.380259555410122,-0.807685809660021,-0.993249202797133,"8"
"文山區樟文里",-0.303048059659383,-0.220014066966254,0.0723920680860848,-0.435561096180716,-0.824830566604152,-0.950393750198562,"8"
"文山區樟新里",0.649225973017085,0.327589969159716,1.02546251699793,-0.0425084312586415,-1.18703259858891,-0.83127323401334,"5"
"文山區政大里",4.23796117054163,1.70048683891087,2.78657821543885,-0.147862753815075,-1.89874354326749,-0.116109085931867,"10"
"文山區指南里",-0.0118568265269092,-0.0714527196260863,1.24764835803249,-2.30087288400679,-0.729194955170809,-0.797606343292679,"8"
"文山區忠順里",0.649225973017085,0.535316736806871,0.827755692383326,-0.24646359415635,0.243540636487508,-0.39827144407872,"5"
"信義區安康里",1.90843130548184,1.35974584166844,1.78389064892813,0.341089358562216,-0.413362831743696,2.08278727994696,"10"
"信義區大道里",-0.476188792873286,0.152684894529576,-0.219755328102976,-0.559825168939587,0.111487325551582,-0.297013492184155,"4"
"信義區大仁里",-0.916910659235949,-0.541321167027549,-0.914194838020042,-0.0249493774992349,1.13789416821835,-0.7998851066384,"2"
"信義區敦厚里",0.0668435067521378,0.817756042505911,0.520942533315443,0.771961523889166,0.0779618357653512,-0.72678090833775,"5"
"信義區富台里",0.295074473261374,0.426918776974363,0.208738252021209,1.10423284887484,-0.538647961573851,-0.6846237864419,"5"
"信義區廣居里",0.641355939689181,0.941269255701516,0.598846320924594,0.50452362816899,-0.25299155145407,-0.201268677416335,"5"
"信義區國業里",0.358034739884611,0.726632657945517,0.699379345128257,0.0628458912977917,0.0354401471293287,-0.469170387528672,"5"
"信義區惠安里",-0.491928859529096,-0.0766350922077195,-0.577538188252793,-0.0317028597143901,-0.497654406801354,-0.129377369283569,"8"
"信義區嘉興里",-0.51553895951281,0.232147940781294,-0.625010508651833,0.709829487509732,0.430090378138294,-0.0733271418283195,"4"
"信義區景聯里",-0.153517426429194,0.63507740900332,0.248615798325139,-0.0776265387774515,0.478689088625136,0.24081141165366,"4"
"信義區景勤里",-0.436838626233763,-0.230378812129522,-0.964161364455169,-0.684089241698455,0.735619256811556,-0.591672294484965,"2"
"信義區景新里",0.885326972854226,0.908447562684502,0.743711090796255,0.858406096243162,0.413530596874968,1.90508049322819,"6"
"信義區黎安里",-1.61734362541947,-1.85678007399892,-1.41905280123549,-1.54853496523842,3.47086857040788,-2.55203359401326,"9"
"信義區黎平里",-0.0905571598059561,0.445488945391884,0.00782839549256562,0.319478215473716,-0.127607032479143,-0.0547662468349415,"4"
"信義區黎順里",-0.617849392775571,0.434260471465011,-0.515601025769092,-0.0249493774992349,0.123749949755285,0.248970854601243,"4"
"信義區黎忠里",-0.303048059659383,-0.391464226541972,-0.57760336620038,0.385662341182247,-0.0278431574291052,-0.579763918291194,"8"
"信義區六合里",0.381644839868326,0.616075376203997,-0.210246822352283,0.0520403197535434,0.110148636182587,0.116398283826761,"4"
"信義區六藝里",-0.38174839293843,-0.371598464979042,-0.508101513192282,-0.600346062230521,-0.243119277723628,-0.665327806498289,"8"
"信義區三犁里",0.531175473098515,0.71324486210963,0.317288066609183,0.512627806827179,0.55800619413903,1.58836914242039,"6"
"信義區三張里",-0.287307993003574,0.375095051158025,-0.120231456700404,-0.243762201270288,0.774175584878908,0.775475450205473,"4"
"信義區雙和里",-0.145647393101289,0.277493700870589,0.0579466936285457,-0.0195465917271108,-0.218634371688079,-0.343029810068727,"5"
"信義區四維里",-0.310918092987288,0.189393366982815,-0.35284985194618,-0.060067485018048,-0.214589703615646,-0.939698264172675,"8"
"信義區四育里",-0.539149059496524,-0.276588300982423,-0.37858400221541,-0.582787008471118,-0.00460897165170214,0.389555851333263,"4"
"信義區松光里",-0.216477693052431,-0.00969611302828286,-0.126288224692838,-0.24646359415635,1.38912505769578,-0.361076145596942,"4"
"信義區松隆里",-1.28680222564747,-0.899336739542083,-2.01963143172393,-0.933968083659227,0.0850029108825764,-0.929884880087067,"2"
"信義區松友里",-0.200737626396622,0.179892350583153,-0.406863615528338,0.42483253803015,-0.2859685341645,-0.825502817154013,"8"
"信義區泰和里",-0.625719426103475,-0.426877105849803,-1.10803187238249,0.146589070765725,-0.689852203429783,-0.286060726425686,"8"
"信義區五常里",-0.476188792873286,-0.225196439547888,-0.638891125338263,-0.292387273219411,-0.125577550481839,0.448289138856862,"4"
"信義區五全里",-0.617849392775571,-0.25931372571031,-0.0609379852458327,0.307321947486437,0.259494111865051,-0.524595792776224,"4"
"信義區西村里",0.0117532734568049,0.373367593630814,-1.27442791423582,-2.05099404204602,1.34561450043109,-1.85943655390393,"9"
"信義區新仁里",1.1765182059867,1.1839770382747,0.583071480781898,0.580162628978737,0.652481551269614,0.633163003840407,"1"
"信義區興隆里",0.727926306296132,1.12567534673132,0.23287360034339,1.20013229633005,1.91183171352104,0.420723453223133,"6"
"信義區興雅里",-0.00398679319900449,0.444193352246476,0.452394916245217,0.188460660499694,1.32673104302314,-0.288412998266431,"4"
"信義區雅祥里",-0.38174839293843,0.0818591359139145,-0.104134403844112,-0.744870581634861,-0.507201326809214,-0.0823319324686708,"8"
"信義區永春里",-0.783120092661569,-0.32063846792631,-0.746391233237385,-0.338310952282472,0.282610445808028,-0.223321225923318,"2"
"信義區永吉里",-1.25532209233585,-1.03839707048259,-1.00681900722402,-1.74438594947794,-1.14425714472638,1.29911321450379,"2"
"信義區長春里",-0.956260825875473,-0.637195059787773,-1.0442395153329,-0.611151633774773,0.216355086803839,-0.0366464028117037,"2"
"信義區正和里",0.420995006507849,1.34938109650518,0.857956371942765,1.52970222842966,0.966469309367676,0.315275517112241,"1"
"信義區中坡里",-0.846080359284807,-0.261473047619324,-0.49827920784147,-0.147862753815075,-0.0158607884163141,-0.564804939553957,"8"
"信義區中行里",-0.775250059333665,-0.367711685542817,-0.995991031542175,-0.523356364977746,-0.702133160443781,-0.867659939049863,"8"
"信義區中興里",0.302944506589279,1.05528145249746,0.856297193979213,2.2631303969956,0.578689872498981,1.32579679819724,"6"
"中山區北安里",0.224244173310232,0.40791674417504,0.164609365972981,-0.0100917166258935,-0.384957702231457,-0.755449221396828,"5"
"中山區成功里",3.49030800439068,1.40034109355791,2.75435686879631,1.51349387111329,-1.34762587230894,2.38773727155103,"10"
